Athlete ID,Start,Stop,Total Time (s),Moving Time (s),Distance (mi),Elevation Gain (ft),Elevation Loss (ft)
9e9d559a06f37d3cad2f92b63f63667b5919043449e577f86a044f568ec97f65063f5858df0e03c2502e4420d46c3b448d227015a917115a9d4328911819f1ea,2020-06-11T16:58:00Z,2020-06-11T23:52:51Z,24891.0,21453.0,13.275427751928735,1679.790026246719,1696.1942257217845
2aca4a2e340d378ceffcf20d6955b79abb3f3616d97e16350cf32b2166755a68ff0bb7d03f8929c77b9c2b032b864dbbf5b8df80ac6db10c629a2699a0b37a42,2016-08-07T18:42:55Z,2016-08-07T20:06:23Z,14308.0,9138.0,7.259771683369124,774.278215223097,1125.3280839895012
33b20aba5e43248866ebb439b033f38b3c5a8baf2bd503c02c203ec678b95d060c209c7d687c7b0468adae75b9e734d300b483699c1cb97c70144d084f095397,2020-07-07T17:25:21Z,2020-07-07T21:08:30Z,13389.0,11273.0,6.715083909965799,1574.803149606299,131.2335958005249
759826a390fd7b7e5ba7f0606a4d8c8a79d047b2ff4bf9aeee6bb23ea07c210a0c1cafdfe8bdaed6616f4fbaf705942d49b0b21e3b889bd0e0c7656ffdcc0198,2020-07-24T15:43:55Z,2020-07-24T16:38:26Z,14410.0,13890.0,8.94418471128609,1033.4645669291338,1154.8556430446192
312d7a4fdd304fbbe5694e138cb824fc09da148190e94fdf65bd92c5e1b58756734e9646afd61d4316a6df7955d8722d236c38abc664d57e50f6448fb6606618,2020-08-05T15:36:43Z,2020-08-05T17:17:49Z,12815.0,12673.0,9.610742016622922,1125.3280839895012,1141.7322834645668
d7d3ce899e384f0c5b433a1862f2d3287b6aaa55829efd79183e7ca0759bfda7e5b3ec3409d21a1590014a5540366fbc206e16d6dfd56d28ea9a5ebc856e8c1a,2020-07-10T16:53:24Z,2020-07-10T18:37:32Z,18583.0,17985.0,14.954093096317504,1525.5905511811022,1627.2965879265091
3563f808c586757e3e134ce28e15d5f19e5e1bdf85709f28991b14e8694af98f73c39940c48f94ebd849935aab85de1db1ce82a4192b88826db1f3ed43d6f329,2020-09-25T19:33:39Z,2020-09-25T21:40:57Z,14907.0,14415.0,19.27559303666587,1686.3517060367453,1555.1181102362202
f5fd496e8cf3c1299e9c3e7167e1a713779b8a9b0f79fef1c4dc6ca3ed9efeae9cc2dc24520716b3b3a8b3b5d2094179b84ba45ef8fec1034e353768747ba026,2019-08-25T19:18:57Z,2019-08-25T19:20:56Z,8529.0,6731.0,4.605764833373101,433.0708661417322,439.6325459317585
3d6a12b82c3f2136cd46e1cce410bc8f0e1d1e7cf6220aeaf3586a81cd868ee4cbe0b74aa35469705fdfc27da9515c9eb2a1efe52f6665786ca0eceb9ae2d416,2019-08-16T12:48:49Z,2019-08-16T22:42:37Z,35628.0,32580.0,17.77692649924441,2411.4173228346453,2398.293963254593
3c7296b158f6d2d9438fbca217f6b4a4123da79c7401704f5cace320ed17b8492c63cc00c0c1ba3c41f6efae8831b265513831dc28aa88e5c2839ad5898d8387,2020-08-18T13:40:31Z,2020-08-18T19:43:53Z,21802.0,19227.0,10.588270748826849,1141.7322834645668,1154.8556430446192
c4ea30fa964034a86123d8b9c9bf81c52a1b085309302284d6415f4867bcee135aff888e53fd3d59230a918d9434901c037050c5bbf3f7ea4252f0a02bfd293e,2018-06-10T16:54:32Z,2018-06-10T18:56:43Z,7331.0,5187.0,3.0541823252207103,866.1417322834644,85.3018372703412
d4dd2ecb8563bf280602cf57ca3081ca1f013a9a0d1c5872f299209aa60c4c8cece40bf69ff0d3ec5c39140b8634ded796f54f239b5ee1c815d5cb16be2e0abb,2012-07-12T16:40:07Z,2012-07-12T18:32:27Z,15285.0,12339.0,15.001516145709058,2057.086614173228,1929.1338582677163
2948dc53e29ceb400117d7884efadba8cdb0f001c6866778edf894e1755b7a3c6311cdc98151c0145b0222d497532a769381f9527bc26aec7ef34d00adf6c3e0,2020-09-19T13:19:11Z,2020-09-19T20:41:38Z,26547.0,24738.0,13.110577974628171,1371.3910761154855,1364.8293963254591
483317def3b47df26ca71ed20effe193af0b30f4f52ffa655cbfca927f9293919cf0da0e794ebd0b45b8afdb2be7028d8bcd24e78c4cc328c7d1b6dd475916c9,2019-08-31T18:29:35Z,2019-08-31T22:44:07Z,15272.0,14250.0,9.965439334287758,1177.821522309711,1164.6981627296586
49e442ebacf9da3ebcdce762ee950c467519f5b00be88bf471ec79145651700b792359b6793db42805f750cf84a0af9cb9efb9f3d9cd0abbdcbc68db49b799b6,2019-08-31T16:38:11Z,2019-08-31T18:47:40Z,15087.0,12936.0,9.52755905511811,1128.6089238845143,1128.6089238845143
f8f03077cf27a07e3a33d47e9aeab1dc5f0421b6e4e64edda0c5a376a0beb4a0abfc9e97a229e4452d5fc04071a12f0c7305566fb329ee28a148439f0991f255,2020-07-18T12:00:38Z,2020-07-18T13:52:10Z,17163.0,15852.0,10.439147876401814,1141.7322834645668,1249.9999999999998
cb3600581a647c10f6fe19645b9ec05421a45bd5858e6ed8f6718e3e807572f2b23eabcf99e6edb92cc68da2c8804cd6cb6ccb1e1d3b2403ba0c09978082a921,2020-06-09T15:44:45Z,2020-06-09T20:33:07Z,17303.0,16363.0,9.769993239481428,875.9842519685038,1167.9790026246717
9a475980b8d4a9f5d54e7af9114a779ea73f12c2e86338142d15672eb9d1b2365dc9bbdaaa2534f2a590d4a0cc6b94a5d7c8e6c405920d9dccc23d1809272553,2020-09-26T14:10:17Z,2020-09-26T19:50:16Z,20399.0,19688.0,14.023689155332853,1466.535433070866,1463.254593175853
32d32b9cce98c4ed9a4cd3d4b3b57e3aa8adc0fde38eaa3731e4ff92f5543a228e35823a85fe2f01b698126b72aeb655adee6aa01c8c342c447077e2b3680e2e,2019-07-02T13:33:08Z,2019-07-02T15:05:26Z,5538.0,5000.0,3.282753718285214,813.6482939632546,42.6509186351706
5bf538c4589d3518d01f9da012cfd8b7ee192a2048642ff8b1483a7175f4d78c5a39964a4bd43ae1ea23b3ba9fd59932678ea6d716e3e853ab61d7bb57668d4e,2017-07-02T18:18:17Z,2017-07-03T00:37:27Z,22750.0,15464.0,11.6904776107532,1322.1784776902887,1338.5826771653542
3253b1dd02d07b36bcf7426fddfafbaeb9a4c9c3f8a02cc0e3b7d709c810c77e56362f51105081eec3f4eb61cafc0909ba588194e9b7de41201e4d1d27a30b12,2018-07-02T15:53:15Z,2018-07-02T20:58:56Z,18341.0,15665.0,9.756161516742225,1269.6850393700786,1263.1233595800525
